att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,output
0.8559036967843481,0.7530471885817998,0.8042411555483261,0.6233401899499834,0.608495110895305,0.41871525729792214,0.16284089935965462,0.10596490397239966,0.5896603201139644,0.8291786208657981,1
0.7844140142468629,0.4080429808461329,0.2597335087715428,0.8559470325991823,0.9195783543668535,0.9842915242710497,0.18626224264860936,0.6636262919313431,0.48285225314585123,0.9812908271970676,1
0.6584599030505345,0.03393341663037941,0.7138581007055621,0.3783657095893014,0.906390166387063,0.8751118997660352,0.19027266147434196,0.2455644999343034,0.062429324348319604,0.841749320942741,1
0.13655826644436309,0.23164830552069948,0.48202512645448603,0.6932005447726484,0.24571763254519685,0.8829090988700354,0.6357383592457805,0.5229725534612291,0.9608846048509797,0.520091901930526,0
0.1522981313315176,0.665623352448572,0.5956650900800856,0.10126871443432173,0.5446256236261606,0.45606597562387097,0.15581397015451848,0.6489485765880472,0.5163013017935432,0.07394680712752755,0
0.8088499670567056,0.8817662867212095,0.9443473394519283,0.5758178330702716,0.6230641715439805,0.9007193174009194,0.9132698513955558,0.11094379072229377,0.7462282679827279,0.5924827962650258,1
0.14086578986007325,0.6059394890931763,0.02460909927917332,0.6778304533525106,0.9542274913283704,0.5870100998541765,0.8846473660891728,0.296747200622525,0.1344152872933978,0.5951688827449527,0
0.7726777237189129,0.37318972809987316,0.3779125091573684,0.2258831497325825,0.7891149079988142,0.16392736719387668,0.11152724181668261,0.08349906159730658,0.29029599886850455,0.7118003501567659,0
0.10909640105898977,0.5209390628347615,0.27325593134899084,0.828287606025418,0.809301540201088,0.5389016032470328,0.36280686263468664,0.9403096245771988,0.6171777399062253,0.19630877920511736,1
0.010747770189701078,0.2612354629832495,0.41434012911977713,0.5050117662956416,0.45747258849211414,0.4813868334760606,0.08431753513592433,0.2577096082836222,0.6978743949333106,0.31813880779080606,0
0.6355128461527575,0.45661612743430713,0.10644569187431363,0.8556804972094791,0.710960128104604,0.4455716461752991,0.9538719220428238,0.2880574920422678,0.9210407468297973,0.2635781708209598,1
0.845503794492974,0.3648790507652617,0.8564995286814889,0.3637099871834871,0.5349262403162064,0.8076236197048172,0.4995129278913857,0.6103778954528176,0.504842568318811,0.4145302698200751,1
0.9786982442458942,0.30458565210402344,0.2192530967882219,0.2308797761073772,0.5995098470499147,0.26311418666453157,0.967525094137484,0.36960139118468227,0.3171543272707952,0.7850199945290293,0
0.24197662153773636,0.959545802557701,0.33957605087637943,0.439980665681848,0.9878663966427106,0.9423869428058002,0.7466227853863544,0.20207503016194095,0.4778292467502766,0.5061350934901306,0
0.42091058323880615,0.5625292570651079,0.47428554688346847,0.36324436509062186,0.7765579910478647,0.6454843855373885,0.6628634035595826,0.47293345898379824,0.3803679855784443,0.4514103190390022,0
0.3132376160098964,0.34715715273755554,0.583291290601652,0.09687116469880652,0.23140507159060908,0.2031146294920816,0.09568572340520043,0.8141901571694775,0.609513440902023,0.45353526851342585,0
0.21036052315534304,0.492757354031069,0.1733355970909649,0.8138841084617485,0.8252437744557749,0.547322318683838,0.9280325853401037,0.3784949413194343,0.94114768240756,0.016515420030356,1
0.2451285661373911,0.3033698443691274,0.011121912640696174,0.5258641237573263,0.36827711197015633,0.9124560549290271,0.7386881993618339,0.9718877930198452,0.3923409993707001,0.41748596431363494,0
0.9553113975991844,0.8805391344731343,0.10949832823171746,0.9070686400237198,0.30582239310197845,0.08032588344440894,0.9069205420065253,0.036149988787045784,0.6562916606497032,0.3670050287276797,0
0.38101684766191213,0.6120607585890526,0.10368737251836213,0.19964534649047572,0.3028637116987728,0.5407699354672039,0.2799544466855578,0.41714419756525145,0.500155226915424,0.140020120063307,0
0.5305863467119573,0.8862842641861983,0.008248040515828392,0.07972850046970326,0.7626674698520947,0.8054008549674763,0.9110516650786806,0.7402621645444889,0.43179108584818826,0.9445901538388487,0
0.09641866442804836,0.38175505984456626,0.6714932385392413,0.2649236397225554,0.08655229803036135,0.38177084116548987,0.36747140834824443,0.44889809069873665,0.9105096872650014,0.1687741552297629,0
0.9277165033997703,0.07533723325835251,0.5669576663159795,0.8310930708636489,0.6249720840308148,0.01649525134579788,0.2674611145028767,0.21008670263878737,0.8788193771183532,0.6557508427030878,1
0.1860196803644636,0.8373689921515265,0.7265994216268048,0.9381580615474202,0.5145511871436081,0.638494022891865,0.6708702841203606,0.10931390089980053,0.30169160235192816,0.7280008246511855,0
0.6450358451128564,0.012947687402183883,0.14461809540754267,0.5417982196205134,0.7203247494719471,0.9246658569189997,0.8877333309502881,0.5630531144293355,0.5175527291027876,0.4723316785853675,1
0.5409506219455984,0.5420494014239872,0.5171906756941811,0.1704456382874061,0.328849175855505,0.08174555282205187,0.8860962160667415,0.14543602027428038,0.16649195589537746,0.424623901939958,0
0.9378891427767789,0.39929205374390586,0.7780073427255045,0.3087817055055101,0.24509761078476677,0.7395651877579092,0.148571199718451,0.2075889328507725,0.8821712455597573,0.9544604679227168,1
0.917083710450979,0.4506151604501277,0.7854357445212552,0.10024813895676477,0.0175476633925018,0.050844240117919215,0.000614159045536633,0.6899093876142137,0.854158730524211,0.18530274930273294,0
0.2328608254388328,0.5115711661469812,0.2591135787334339,0.4143886980763969,0.2894224936448293,0.7551253825212447,0.5408685729931741,0.7925514460477178,0.7683300258968697,0.23494717994608794,0
0.8778850677271973,0.9596420633372693,0.331078951631253,0.8160101389423061,0.6768784627023806,0.3124234806584877,0.015112726583807912,0.4952993036487179,0.9857763892057196,0.6916305928852391,1
0.7797627838406452,0.8531874337872194,0.12736805675558638,0.11151820271922519,0.28783148362898303,0.4970649905161365,0.5125364481173404,0.2766734828204306,0.28971861907928353,0.17981996981621662,0
0.15322865804173447,0.7912331197706713,0.5241005427709094,0.8512294022827026,0.7739465838268927,0.5293848051796434,0.1454230297549266,0.4680014366126657,0.42569447654310777,0.5830818685259621,1
