att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,output
-0.0959886052180497,0.8732575328449133,0.8527724201690623,0.4340757290598316,0.42908917290596027,0.9396012424769106,0.0371367271544066,0.4932611678891313,0.36915143177666615,0.7957057221834202,0.14024007091492208,0.20688299058162085,0.696493590446324,0.4252121910174903,0.1981443239441222,0.10418118592633699,0.19972970892899708,-0.0007202597636606078,0.3340998897422516,0.47195430535839195,0.22284204361103171,0.45477473689899983,0.6932962715507889,0.536493640536986,0.3084996088255144,0.7540024382049866,0.6394025197822412,0.4015583565219445,-0.020485860635787653,0.8251451614432097,1
-0.18085089788076036,0.5002378306765238,0.4726463521372237,0.1344376685795821,0.27618001280119703,0.6725493943181529,0.10514387781046602,0.19062878040194156,-0.21279083315990505,0.2800258674882208,1.0775331753644113,0.21950127141054177,0.6263191689756934,1.021137807021158,0.5320897317024136,-0.1364855290312959,0.24722832616291607,0.675917446762656,1.0929539952252454,0.48007981172068454,0.3851456574771556,0.5755462107241679,0.4196217002647835,0.8046595759908414,0.4159546576074422,0.8424757570756083,-0.07626931356610478,0.42883323130228707,0.051229811435932665,0.9148155301075009,0
0.29104284922054874,0.8706219781288781,0.3175568623634369,0.13231873851914994,0.8611909721466481,0.7941537352421081,0.6711929574103588,0.8118545098681775,0.679300697434698,0.8997685597755978,0.1352679894038767,0.7035065565096174,0.6907263402431517,0.6811634226525283,0.23612282703512227,0.44965635261012565,0.6874872126181689,0.721426850593379,0.5862019229291275,0.16172030113259725,0.9836854993289003,0.2521466675170409,0.7907189440653795,0.7993450711693171,0.46262251098188606,0.7452727922879073,0.2696483019908891,0.6686129083513715,0.8032646374285578,0.6534267023918862,1
0.5453154676493296,0.30745982595167526,0.5171039000244585,0.5282261280876398,0.3588754874432001,0.36691059077673577,0.3046178935915805,0.14341018496816357,0.8566475134842596,0.5475844058531575,0.5915820433644837,0.9823517769084731,0.9535131879624006,0.6346807684103543,0.10094622435248408,0.08668787501573735,0.27006058424401663,0.6958376512692159,0.03168585761917178,0.018745792566660417,0.7689232057544301,0.15468798390585298,0.3332923811419601,0.03287222311312819,0.23756969127871666,0.6088804586375642,0.7034553922922924,0.2259143589803427,0.19499688464542628,0.292264013119136,0
0.9171419659000949,0.4311441906431938,0.42176931514865884,0.6695052955094974,0.6976059190380219,0.0473655110877754,0.5185739318913535,0.7360573457008274,0.09428133234051471,0.048495433338077286,0.8032908133759221,0.6651697451914848,0.7190384277213487,0.866956236881029,0.4131371337142199,0.4889403084435812,0.2599973561010624,0.4556917100904057,0.2408157591366532,0.029045686408923875,0.46032917542583185,0.8295485688887759,0.7179493672970723,0.7224052650183246,0.2929350761633094,0.36756772950639144,0.9019408799691908,0.4941811000297978,0.5601038331460084,0.5930343147434589,0
0.30668970957240593,0.3798773108242803,0.34429631390472104,0.9745361226433973,0.8729890518293743,0.8239549218250618,0.5481589221837578,0.181076023830478,0.2610009683315361,0.7348637924635265,0.1634890358592724,0.07034018009520321,0.7067926695429102,0.9322244987500244,0.5389018093624198,0.053841409239893154,0.6209699734427109,0.608643595807665,0.04151260975030653,0.83678381433521,0.2870970126442498,0.7624374686339637,1.0765654661017356,-0.014574587638704187,0.4957392906181858,0.45405935329624036,0.48644064115431,0.1923238262099224,0.4216028874760835,0.9987687872302153,1
0.18190880155767106,0.3059008383123328,0.8807283996272861,0.8296613315127912,0.4352589849088553,0.3550779119512512,0.258632228932993,0.193068257067652,0.020366661050137624,-0.00036302826281262024,0.6321480057125963,0.3623395639045492,0.9815121029777897,0.01211941389497159,0.3277150999425306,0.37642695320845415,0.25289083193320555,0.30073509627962597,0.09161360733231001,0.12807802733823045,0.1646265255264521,0.8735797558194169,0.03475820403562553,0.46101349133628466,0.9629305878715626,0.1564187020990093,0.43356404971582035,0.17314041957435053,0.7617769611461637,0.793830144781535,1
0.5798103359798714,0.19184428270810752,0.06060021014069141,0.9560301494723767,0.32879176985246666,0.10892478943764311,0.5695632440049542,0.5750541494272527,0.469119988722964,0.08537780931132563,0.4180979907917569,0.5403576819619242,0.7902845660069557,0.45087880375538225,0.32471619063596385,0.8295656977584963,0.9303439283277296,0.20485289808495244,0.9763802371638596,0.8400800318752188,1.0111860691273413,0.8148981126890219,0.6702460673624947,0.8207639599791747,0.31163862802829606,0.7492346032661639,0.23667726667183764,0.29542354949505534,0.7313171305449273,0.8930106698516282,0
0.7353849724807691,0.5074260957169119,0.07505668490510566,1.0269325169513766,0.6313090016330067,-0.17484913351276643,0.5831087952469212,0.2883241871195412,0.683573523274444,-0.171947517984968,0.4002882188942067,0.806086545041094,0.6407120508967032,0.3222489024000863,-0.09487795724771397,1.1028079497622263,0.6846536455348234,-0.11362486843861042,0.6414617498140294,1.25227834125552,0.8212887615006718,0.7983903130351505,0.3546360729115426,1.1088356402158204,0.039278310261880056,1.0639397650755635,0.20709608803650809,-0.013993883753630476,0.8445579518033681,1.1879497806610269,0
0.13753530436468725,0.8423420572829856,0.35904399347533233,0.15918676329873302,0.016331538221961858,0.05586966143807044,0.6992906355553784,0.4021396987750887,0.2623781278640062,0.13582462882043636,0.8988978874929191,0.3358538085622853,0.571075824920785,0.36950804560388,0.9710126786557034,0.9983111495906463,0.16111702043638756,0.7949556466698913,0.042428516330451256,0.6367487876207016,0.978862527717151,0.7264613164865314,0.9434273098976969,0.1986413125130366,0.2495421718532232,0.4607712326931299,0.1678822896417746,0.49143127662360836,0.3336172722768743,0.23290018853278127,0
